Title,Location,Company,Apply
[데이터메이커] Python 개발자 (신입/경력) 채용공고,(주)데이터메이커,대전 유성구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39643723&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"생물정보분석 및 웹 개발자 모집 (PHP, javascript, python, perl)",(주)씨더스농업회사법인,대전 중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39554704&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
[정규직] 신입 파이썬(Python) 로보 콘텐츠 개발자 모집,씽크풀,서울 영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39599310&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"자동화사업부 R&D S/W 팀원(open,C++,Python,영상, 비젼)충원",(주)엠코프,서울 강동구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39642596&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"[4차산업 IT과정/국비무료] 디지털컨버젼스 응용SW 개발(JAVA, Python) 모집",한국직업전문학교,서울 구로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39633127&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"빅데이터, 인공지능(AI), Python外 정규직 채용(경력무관)",(주)클린엠테크,부산 강서구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39339545&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
(각 분야별) DataAnalysis/Python/머신러닝外 정규직 모집 공고,(주)임픽스,서울 동대문구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39551927&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"2021상반기 DataAnalysis, (SAS/Python/R/JAVA) 정규직 채용",(주)허브넷컴퍼니,대전 유성구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39621959&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"응용프로그램개발(Windows, C/C++, C#, Python 外 2개 부문)채용",이큐시스템,부산 금정구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39644414&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"[청년디지털일자리]신입경력 AI딥러닝,OCR S/W개발(Java,Python)",코드원시스템,서울 송파구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39591925&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"Python, 머신러닝, TensorFlow外 정규직 채용(경력&신입)",올커리어,서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39572247&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
[신입/정규] 광고 솔루션 개발 (Python)모집,(주)니트머스,서울 중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39400363&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
유망스타트업 응용SW개발 백엔드 Linux C JAVA Python GIS DB,엔에스원소프트(주),서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39354362&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"Web 개발자(Python, Java) 경력무관 채용 - 정규직",주식회사 커즈모스,서울 성동구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39502687&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"SW 프로그램 개발자 모집 (Python, C++, Java)",(주)그림,경기 광명시,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39607337&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
백엔드 개발자 모집(Python / Java / C / C++),앰진시큐러스,서울 송파구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39492047&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"웹개발 (Python, 프론트엔드,백엔드) 채용, 웹디자이너 채용",트리피누,울산 남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39487526&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
Cloudera Hadoop/Impala kudu hive/java python 정규&프리 모집,(주)솔로몬테크노서플라이,서울 영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39641846&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
[경력] Python 개발자 채용 공고 ( flask ),㈜새롬정보시스템,서울 금천구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39599015&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
인공지능 및 Python 개발자 채용,이지스케이(주),서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39375946&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
빅데이터 AI플랫폼 데이터 엔지니어(JAVA/Python/C++)경력직채용,(주)컨셉터스,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39544159&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
docker / python / go / opencv / deep learning,주식회사 단비,부산 해운대구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39356055&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"솔루션 개발자 모집(Python, 머신러닝, 딥러닝, AWS)",(주)키온비트,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39513169&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"AWS, Python, 딥러닝 팀장 모집",(주)키온비트,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39478398&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"솔루션 개발팀장 모집(Python, 머신러닝, 딥러닝, AWS)",(주)키온비트,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39478071&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
초대형증권사 Python 및 R 활용한 데이터 분석 담당 경력자 모집,인비즈써치,서울 영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39572700&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
㈜엔잡얼라이언스 Python 및 AI 개발자 모집,(주)엔잡얼라이언스,서울 금천구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39546336&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
[정규직] Python/Java 개발자,(주)마인즈앤컴퍼니,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39472464&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
2021년 상반기 빅데이터&인공지능(AI)&Python外 경력사원 채용,(주)이노포스트,서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39591447&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"빅데이터, Java, Python 정규직 모집(경력사원)",(주)넥스인테크놀로지,서울 중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39610982&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
2021년 상반기 Python 경력 채용,(주)매크로액트,경기 성남시 수정구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39383649&recommend_ids=eJxdkMkRQyEMQ6vJ3atsn1MI%2FXcRfhIMw403EkJICyJUGA5%2BxVsL7B48QPJFd5nHEYYLh%2F3sipB5u3Bh68ozzssvXDrByLfe%2BNethD0GVr5Ise86SarUCLGnWYdNM%2FE2B4OtqxoHvPa%2FKelQNSI5ewYzaHojlDP0fCjzGCmVK45NFn4AS5hQFw%3D%3D&view_type=search&searchword=python&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
